,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
24,1914177,KT990937.1,745,06-NOV-2016,Leccinellum sp. HKAS 53410,"location: [0:745]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Leccinellum,sp. HKAS 53410
25,1914172,KT990968.1,753,06-NOV-2016,Pulveroboletus sp. HKAS 52615,"location: [0:753]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,sp. HKAS 52615
26,1914164,KT990943.1,757,06-NOV-2016,Sutorius ferrugineus,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,ferrugineus
27,1914107,KT991011.1,736,06-NOV-2016,Xerocomus velutinus,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,velutinus
28,1914106,KT991020.1,737,06-NOV-2016,Xerocomus subparvus,"location: [0:737]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,subparvus
29,1914105,KT991019.1,754,06-NOV-2016,Xerocomus rugosellus,"location: [0:754]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,rugosellus
30,1914102,KT991016.1,734,06-NOV-2016,Xerocomus microcapoides,"location: [0:734]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,microcapoides
31,1914101,KT991010.1,754,06-NOV-2016,Xerocomus fulvipes,"location: [0:754]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,fulvipes
32,1914100,KT991009.1,731,06-NOV-2016,Xerocomellus communis,"location: [0:731]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomellus,communis
33,1914099,KT991007.1,750,06-NOV-2016,Xerocomellus corneri,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['Philippines'],False,Xerocomellus,corneri
34,1914097,KT991000.1,749,06-NOV-2016,Xanthoconium porophyllum,"location: [0:749]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xanthoconium,porophyllum
35,1914092,KF112539.1,755,23-APR-2014,Tylopilus brunneirubens,"location: [0:755]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,brunneirubens
36,1914089,KF112538.1,760,23-APR-2014,Tylopilus alpinus,"location: [0:760]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,alpinus
37,1914086,KT990993.1,735,06-NOV-2016,Suillellus subamygdalinus,"location: [0:735]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Suillellus,subamygdalinus
38,1914085,KT990989.1,743,06-NOV-2016,Strobilomyces atrosquamosus,"location: [0:743]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Strobilomyces,atrosquamosus
39,1914084,KT990940.1,736,06-NOV-2016,Royoungia reticulata,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Royoungia,reticulata
40,1914080,KT990967.1,719,06-NOV-2016,Pulveroboletus macrosporus,"location: [0:719]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,macrosporus
41,1914079,KT990966.1,751,06-NOV-2016,Pulveroboletus aff. ravenelii,"location: [0:751]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,aff. ravenelii
42,1914076,KT990969.1,736,06-NOV-2016,Porphyrellus aff. alboater,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Porphyrellus,aff. alboater
43,1914075,KT990963.1,727,06-NOV-2016,Neoboletus venenatus,"location: [0:727]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,venenatus
44,1914073,KT990959.1,723,06-NOV-2016,Neoboletus sanguineus,"location: [0:723]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,sanguineus
45,1914072,KT990956.1,745,06-NOV-2016,Neoboletus sanguineoides,"location: [0:745]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,sanguineoides
46,1914071,KT990953.1,756,06-NOV-2016,Neoboletus rubriporus,"location: [0:756]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,rubriporus
47,1914070,KT990949.1,663,06-NOV-2016,Neoboletus obscureumbrinus,"location: [0:663]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,obscureumbrinus
48,1914069,KT990965.1,757,06-NOV-2016,Neoboletus hainanensis,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,hainanensis
49,1914066,KT990936.1,750,06-NOV-2016,Leccinellum cremeum,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Leccinellum,cremeum
50,1914065,KT990934.1,778,06-NOV-2016,Hortiboletus subpaludosus,"location: [0:778]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hortiboletus,subpaludosus
51,1914064,KT990933.1,755,06-NOV-2016,Hortiboletus amygdalinus,"location: [0:755]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hortiboletus,amygdalinus
52,1914062,KT990931.1,755,06-NOV-2016,Hemileccinum rugosum,"location: [0:755]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hemileccinum,rugosum
53,1914056,KT990977.1,737,06-NOV-2016,Harrya alpina,"location: [0:737]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Harrya,alpina
54,1914054,KT990927.1,746,06-NOV-2016,Cyanoboletus brunneoruber,"location: [0:746]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Cyanoboletus,brunneoruber
55,1914051,KT990908.1,721,06-NOV-2016,Butyriboletus subsplendidus,"location: [0:721]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Butyriboletus,subsplendidus
56,1914049,KT990910.1,760,06-NOV-2016,Butyriboletus pseudospeciosus,"location: [0:760]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Butyriboletus,pseudospeciosus
57,1914047,JN563866.1,899,23-JUN-2012,Boletus botryoides,"location: [0:899]
authors: Feng,B., Xu,J., Wu,G., Zeng,N.K., Li,Y.C., Tolgor,B., Kost,G.W. and Yang,Z.L.
title: DNA sequence analyses reveal abundant diversity, endemism and evidence for asian origin of the porcini mushrooms
journal: PLoS ONE 7 (5), E37567 (2012)
medline id: 
pubmed id: 22629418
comment: Publication Status: Online-Only
",['RPB1'],,False,Boletus,botryoides
58,1914042,KT990900.1,714,06-NOV-2016,Aureoboletus zangii,"location: [0:714]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,zangii
59,1914041,KT990898.1,746,06-NOV-2016,Aureoboletus yunnanensis,"location: [0:746]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,yunnanensis
60,1914038,KT990894.1,760,06-NOV-2016,Aureoboletus tomentosus,"location: [0:760]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,tomentosus
61,1914037,KT990891.1,711,06-NOV-2016,Aureoboletus duplicatoporus,"location: [0:711]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,duplicatoporus
62,1914036,KT990890.1,750,06-NOV-2016,Aureoboletus catenarius,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,catenarius
63,1913000,KT990974.1,736,06-NOV-2016,Porphyrellus nigropurpureus,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Porphyrellus,nigropurpureus
64,1912939,KU852285.1,649,30-NOV-2017,Suillus fuscotomentosus,"location: [0:649]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],['USA: Mississippi'],False,Suillus,fuscotomentosus
65,1775971,KP739298.1,878,28-FEB-2016,Retiboletus kauffmanii,"location: [0:878]
authors: Zeng,N.K., Liang,Z.Q., Wu,G., Li,Y.C. and Yang,Z.L.
title: The genus Retiboletus (Boletaceae, Boletales) in China based on morphological and molecular evidence
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China: Yunnan Province'],False,Retiboletus,kauffmanii
