,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
18_MH890589.1,1935359,MH890589.1,648,23-MAR-2019,Rhizopogon sp.,"location: [0:648]
authors: Mujic,A.B., Zheng,N., Kim,K., Spatafora,J.W., Castellano,M.A. and Smith,M.E.
title: The Cedrus-associated truffle Trappeindia himalayensis is a morphologically unique and phylogenetically divergent species of Rhizopogon
journal: Mycologia, 1-10 (2019) In press
medline id: 
pubmed id: 30753119
comment: Publication Status: Available-Online prior to print
",['RPB1'],['USA'],False,Rhizopogon,sp.
19_KU852257.1,1930190,KU852257.1,976,30-NOV-2017,Suillus alpinus,"location: [0:976]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],"['China: Bi Gu Tian Chi, Shangri-la, Diqing Zhou, Yunnan province']",False,Suillus,alpinus
20_KU852265.1,1930189,KU852265.1,965,30-NOV-2017,Suillus aurihymenius,"location: [0:965]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],"['China: Genhe City, Inner Mongolia']",False,Suillus,aurihymenius
21_KU852247.1,1928356,KU852247.1,956,30-NOV-2017,Suillus sp.,"location: [0:956]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],"['China: Ganhaizi, Yulong Snow Mt., Lijinag, Yunnan province']",False,Suillus,sp.
22_LC043091.1,1918494,LC043091.1,841,19-JAN-2017,Singerocomus inundabilis,"authors: Henkel,T.W., Obase,K., Husbands,D., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia 108 (1), 157-173 (2016)
medline id: 
pubmed id: 26490700
comment: Erratum:[Mycologia. 2016 Mar;108(2):469. PMID: 27127214]
",['rpb1'],['Guyana'],False,Singerocomus,inundabilis
23_KY553122.1,1916381,KY553122.1,766,11-APR-2018,Strobilomyces sp.,"location: [0:766]
authors: Han,L.H., Buyck,B., Yourou,N.S., Halling,R.E. and Yang,Z.L.
title: Afroboletus sequestratus (Boletales), the first species with sequestrate basidioma in the genus
journal: Phytotaxa 305 (1), 11-20 (2017)
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Strobilomyces,sp.
24_KU974143.1,1914392,KU974143.1,727,01-NOV-2017,Sutorius sp. HKAS 58724,"location: [0:727]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes in China
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China'],False,Sutorius,sp. HKAS 58724
25_KU974142.1,1914391,KU974142.1,690,01-NOV-2017,Sutorius sp. HKAS 59443,"location: [0:690]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes in China
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China'],False,Sutorius,sp. HKAS 59443
26_KT991014.1,1914360,KT991014.1,653,06-NOV-2016,Xerocomus sp. HKAS 67749,"location: [0:653]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,sp. HKAS 67749
30_KT990995.1,1914216,KT990995.1,644,06-NOV-2016,Tengioboletus reticulatus,"location: [0:644]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Tengioboletus,reticulatus
31_KT990994.1,1914215,KT990994.1,735,06-NOV-2016,Tengioboletus glutinosus,"location: [0:735]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Tengioboletus,glutinosus
32_KF112582.1,1914213,KF112582.1,751,23-APR-2014,Chiua virens,"location: [0:751]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Chiua,virens
34_KT990905.1,1914186,KT990905.1,757,06-NOV-2016,Boletellus sp. HKAS 74907,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletellus,sp. HKAS 74907
39_KT990932.1,1914178,KT990932.1,754,06-NOV-2016,Hemileccinum sp. HKAS 59445,"location: [0:754]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Hemileccinum,sp. HKAS 59445
40_KT990937.1,1914177,KT990937.1,745,06-NOV-2016,Leccinellum sp. HKAS 53410,"location: [0:745]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Leccinellum,sp. HKAS 53410
41_KT990968.1,1914172,KT990968.1,753,06-NOV-2016,Pulveroboletus sp. HKAS 52615,"location: [0:753]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,sp. HKAS 52615
44_KT990943.1,1914164,KT990943.1,757,06-NOV-2016,Sutorius ferrugineus,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,ferrugineus
47_KT991011.1,1914107,KT991011.1,736,06-NOV-2016,Xerocomus velutinus,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,velutinus
48_KT991020.1,1914106,KT991020.1,737,06-NOV-2016,Xerocomus subparvus,"location: [0:737]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,subparvus
49_KT991019.1,1914105,KT991019.1,754,06-NOV-2016,Xerocomus rugosellus,"location: [0:754]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,rugosellus
51_KT991016.1,1914102,KT991016.1,734,06-NOV-2016,Xerocomus microcapoides,"location: [0:734]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,microcapoides
52_KT991010.1,1914101,KT991010.1,754,06-NOV-2016,Xerocomus fulvipes,"location: [0:754]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomus,fulvipes
53_KT991009.1,1914100,KT991009.1,731,06-NOV-2016,Xerocomellus communis,"location: [0:731]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xerocomellus,communis
54_KT991007.1,1914099,KT991007.1,750,06-NOV-2016,Xerocomellus corneri,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['Philippines'],False,Xerocomellus,corneri
56_KT991000.1,1914097,KT991000.1,749,06-NOV-2016,Xanthoconium porophyllum,"location: [0:749]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Xanthoconium,porophyllum
58_KF112539.1,1914092,KF112539.1,755,23-APR-2014,Tylopilus brunneirubens,"location: [0:755]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,brunneirubens
59_KF112538.1,1914089,KF112538.1,760,23-APR-2014,Tylopilus alpinus,"location: [0:760]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,alpinus
61_KT990993.1,1914086,KT990993.1,735,06-NOV-2016,Suillellus subamygdalinus,"location: [0:735]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Suillellus,subamygdalinus
62_KT990989.1,1914085,KT990989.1,743,06-NOV-2016,Strobilomyces atrosquamosus,"location: [0:743]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Strobilomyces,atrosquamosus
63_KT990940.1,1914084,KT990940.1,736,06-NOV-2016,Royoungia reticulata,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Royoungia,reticulata
66_KT990967.1,1914080,KT990967.1,719,06-NOV-2016,Pulveroboletus macrosporus,"location: [0:719]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,macrosporus
67_KT990966.1,1914079,KT990966.1,751,06-NOV-2016,Pulveroboletus aff. ravenelii,"location: [0:751]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Pulveroboletus,aff. ravenelii
70_KT990969.1,1914076,KT990969.1,736,06-NOV-2016,Porphyrellus aff. alboater,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Porphyrellus,aff. alboater
71_KT990963.1,1914075,KT990963.1,727,06-NOV-2016,Neoboletus venenatus,"location: [0:727]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,venenatus
73_KT990959.1,1914073,KT990959.1,723,06-NOV-2016,Neoboletus sanguineus,"location: [0:723]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,sanguineus
74_KT990956.1,1914072,KT990956.1,745,06-NOV-2016,Neoboletus sanguineoides,"location: [0:745]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,sanguineoides
75_KT990953.1,1914071,KT990953.1,756,06-NOV-2016,Neoboletus rubriporus,"location: [0:756]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,rubriporus
76_KT990949.1,1914070,KT990949.1,663,06-NOV-2016,Neoboletus obscureumbrinus,"location: [0:663]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,obscureumbrinus
77_KT990965.1,1914069,KT990965.1,757,06-NOV-2016,Neoboletus hainanensis,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Neoboletus,hainanensis
78_KT990936.1,1914066,KT990936.1,750,06-NOV-2016,Leccinellum cremeum,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Leccinellum,cremeum
79_KT990934.1,1914065,KT990934.1,778,06-NOV-2016,Hortiboletus subpaludosus,"location: [0:778]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hortiboletus,subpaludosus
80_KT990933.1,1914064,KT990933.1,755,06-NOV-2016,Hortiboletus amygdalinus,"location: [0:755]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hortiboletus,amygdalinus
81_KT990931.1,1914062,KT990931.1,755,06-NOV-2016,Hemileccinum rugosum,"location: [0:755]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Hemileccinum,rugosum
85_KT990977.1,1914056,KT990977.1,737,06-NOV-2016,Harrya alpina,"location: [0:737]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Harrya,alpina
86_KT990927.1,1914054,KT990927.1,746,06-NOV-2016,Cyanoboletus brunneoruber,"location: [0:746]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Cyanoboletus,brunneoruber
87_KT990908.1,1914051,KT990908.1,721,06-NOV-2016,Butyriboletus subsplendidus,"location: [0:721]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Butyriboletus,subsplendidus
88_KT990910.1,1914049,KT990910.1,760,06-NOV-2016,Butyriboletus pseudospeciosus,"location: [0:760]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Butyriboletus,pseudospeciosus
89_JN563866.1,1914047,JN563866.1,899,23-JUN-2012,Boletus botryoides,"location: [0:899]
authors: Feng,B., Xu,J., Wu,G., Zeng,N.K., Li,Y.C., Tolgor,B., Kost,G.W. and Yang,Z.L.
title: DNA sequence analyses reveal abundant diversity, endemism and evidence for asian origin of the porcini mushrooms
journal: PLoS ONE 7 (5), E37567 (2012)
medline id: 
pubmed id: 22629418
comment: Publication Status: Online-Only
",['RPB1'],,False,Boletus,botryoides
91_KT990900.1,1914042,KT990900.1,714,06-NOV-2016,Aureoboletus zangii,"location: [0:714]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,zangii
92_KT990898.1,1914041,KT990898.1,746,06-NOV-2016,Aureoboletus yunnanensis,"location: [0:746]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,yunnanensis
94_KT990894.1,1914038,KT990894.1,760,06-NOV-2016,Aureoboletus tomentosus,"location: [0:760]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,tomentosus
95_KT990891.1,1914037,KT990891.1,711,06-NOV-2016,Aureoboletus duplicatoporus,"location: [0:711]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,duplicatoporus
96_KT990890.1,1914036,KT990890.1,750,06-NOV-2016,Aureoboletus catenarius,"location: [0:750]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Aureoboletus,catenarius
