,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
20,1914215,KT990480.1,705,06-NOV-2016,Tengioboletus glutinosus,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tengioboletus,glutinosus
21,1914213,MG212627.1,770,02-MAY-2019,Chiua virens,"location: [0:770]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Chiua,virens
22,1914212,KT990388.1,597,06-NOV-2016,Tylocinum griseolum,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tylocinum,griseolum
23,1914186,KT990373.1,702,06-NOV-2016,Boletellus sp. HKAS 74907,"location: [0:702]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Boletellus,sp. HKAS 74907
24,1914185,KT990378.1,702,06-NOV-2016,Butyriboletus sp. MHHNU 7456,"location: [0:702]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Butyriboletus,sp. MHHNU 7456
25,1914181,KT990503.1,580,06-NOV-2016,Harrya sp. HKAS 90194,"location: [0:580]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,sp. HKAS 90194
26,1914180,KT990498.1,583,06-NOV-2016,Harrya sp. HKAS 50526,"location: [0:583]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,sp. HKAS 50526
27,1914179,KT990426.1,592,06-NOV-2016,Harrya sp. HKAS 51181,"location: [0:592]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,sp. HKAS 51181
28,1914178,KT990414.1,704,06-NOV-2016,Hemileccinum sp. HKAS 59445,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Hemileccinum,sp. HKAS 59445
29,1914177,KT990421.1,705,06-NOV-2016,Leccinellum sp. HKAS 53410,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Leccinellum,sp. HKAS 53410
30,1914172,KT990454.1,703,06-NOV-2016,Pulveroboletus sp. HKAS 52615,"location: [0:703]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Pulveroboletus,sp. HKAS 52615
31,1914167,KT990457.1,597,06-NOV-2016,Tylopilus sp. HKAS 90202,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tylopilus,sp. HKAS 90202
32,1914166,KT990389.1,597,06-NOV-2016,Tylopilus sp. HKAS 50211,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tylopilus,sp. HKAS 50211
33,1914164,KT990430.1,703,06-NOV-2016,Sutorius ferrugineus,"location: [0:703]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,ferrugineus
34,1914158,KT990428.1,584,06-NOV-2016,Chiua olivaceoreticulata,"location: [0:584]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Chiua,olivaceoreticulata
35,1914106,KT990491.1,693,06-NOV-2016,Xerocomus subparvus,"location: [0:693]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Xerocomus,subparvus
36,1914100,KT990494.1,692,06-NOV-2016,Xerocomellus communis,"location: [0:692]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Xerocomellus,communis
37,1914099,KT990492.1,693,06-NOV-2016,Xerocomellus corneri,"location: [0:693]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Xerocomellus,corneri
38,1914098,KY271047.1,692,30-NOV-2018,Xanthoconium sinense,"location: [0:692]
authors: Liang,Z.Q., Chai,H., Jiang,S., Ye,Z.K. and Zeng,N.K.
title: The genus Xanthoconium (Boletaceae, Boletales) in tropical China
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['China: Hainan Province'],False,Xanthoconium,sinense
39,1914097,KT990487.1,704,06-NOV-2016,Xanthoconium porophyllum,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Xanthoconium,porophyllum
40,1914096,KT990504.1,597,06-NOV-2016,Tylopilus violaceobrunneus,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tylopilus,violaceobrunneus
41,1914092,KT990507.1,572,06-NOV-2016,Tylopilus brunneirubens,"location: [0:572]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Tylopilus,brunneirubens
42,1914089,KF112687.1,706,23-APR-2014,Tylopilus alpinus,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Tylopilus,alpinus
43,1914086,KT990478.1,704,06-NOV-2016,Suillellus subamygdalinus,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Suillellus,subamygdalinus
44,1914085,KX869384.1,662,14-NOV-2017,Strobilomyces atrosquamosus,"location: [0:662]
authors: Han,L.H., Feng,B., Wu,G., Roy,E.H., Bart,B., Nourou,S.Y., Sydney,T.N.E. and Zhu,L.Y.
title: African origin and global distribution patterns: Evidence inferred from phylogenetic and biogeographical analyses of ectomycorrhizal fungal genus Strobilomyces
journal: J. Biogeogr. (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print DOI: 10.1111/jbi.13094
",['rpb2'],,False,Strobilomyces,atrosquamosus
45,1914084,KT990427.1,601,06-NOV-2016,Royoungia reticulata,"location: [0:601]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Royoungia,reticulata
46,1914082,KT990347.1,586,06-NOV-2016,Royoungia coccineinana,"location: [0:586]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Royoungia,coccineinana
47,1914080,KX453839.1,696,02-JUL-2017,Pulveroboletus macrosporus,"location: [0:696]
authors: Zeng,N.K., Liang,Z.Q., Tang,L.P., Li,Y.C. and Yang,Z.L.
title: The genus Pulveroboletus (Boletaceae, Boletales) in China
journal: Mycologia, 1-21 (2017) In press
medline id: 
pubmed id: 28636496
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China: Yunnan Province'],False,Pulveroboletus,macrosporus
48,1914079,KT990451.1,703,06-NOV-2016,Pulveroboletus aff. ravenelii,"location: [0:703]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Pulveroboletus,aff. ravenelii
49,1914078,KT990461.1,597,06-NOV-2016,Porphyrellus orientifumosipes,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Porphyrellus,orientifumosipes
50,1914077,MG212641.1,766,02-MAY-2019,Porphyrellus castaneus,"location: [0:766]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Porphyrellus,castaneus
51,1914075,KT990448.1,706,06-NOV-2016,Neoboletus venenatus,"location: [0:706]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,venenatus
52,1914073,KT990443.1,622,06-NOV-2016,Neoboletus sanguineus,"location: [0:622]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,sanguineus
53,1914072,KT990440.1,706,06-NOV-2016,Neoboletus sanguineoides,"location: [0:706]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,sanguineoides
54,1914071,KT990437.1,706,06-NOV-2016,Neoboletus rubriporus,"location: [0:706]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,rubriporus
55,1914070,MK372294.1,765,03-JUL-2019,Neoboletus obscureumbrinus,"location: [0:765]
authors: Vadthanarat,S., Lumyong,S. and Raspe,O.
title: Cacaoporus, a new Boletaceae genus, with two new species from Thailand
journal: MycoKeys 54, 1-29 (2019)
medline id: 
pubmed id: 31231163
comment: Publication Status: Online-Only
",['rpb2'],['Thailand'],False,Neoboletus,obscureumbrinus
56,1914069,KT990432.1,706,06-NOV-2016,Neoboletus hainanensis,"location: [0:706]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Neoboletus,hainanensis
57,1914066,KT990420.1,702,06-NOV-2016,Leccinellum cremeum,"location: [0:702]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Leccinellum,cremeum
58,1914065,KT990417.1,704,06-NOV-2016,Hortiboletus subpaludosus,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Hortiboletus,subpaludosus
59,1914064,KT990415.1,704,06-NOV-2016,Hortiboletus amygdalinus,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Hortiboletus,amygdalinus
60,1914062,KT990411.1,705,06-NOV-2016,Hemileccinum rugosum,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Hemileccinum,rugosum
61,1914060,KT990501.1,592,06-NOV-2016,Harrya subalpina,"location: [0:592]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,subalpina
62,1914058,KT990500.1,601,06-NOV-2016,Harrya moniliformis,"location: [0:601]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,moniliformis
63,1914057,KT990499.1,601,06-NOV-2016,Harrya atrogrisea,"location: [0:601]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,atrogrisea
64,1914056,KT990463.1,601,06-NOV-2016,Harrya alpina,"location: [0:601]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,alpina
65,1914054,MG212628.1,766,02-MAY-2019,Cyanoboletus brunneoruber,"location: [0:766]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Cyanoboletus,brunneoruber
